Frame number,6894
First frame,1
Point frequency,200
Analog frequency,1000

Time,Force.Fx1,Force.Fy1,Force.Fz1,Force.Fx2,Force.Fy2,Force.Fz2,accel.x,accel.y,accel.z,accel.x,accel.y,accel.z
s,N,N,N,N,N,N,mm/s�,mm/s�,mm/s�,mm/s�,mm/s�,mm/s�
8.244,-22.5974,80.4351,-133.1,-5.76572e-07,-7.40076e-08,-1.07753e-07,0.120562,10.0052,-5.36281,-6.69313,29.5183,9.22098
8.245,-18.9989,78.5195,-121.945,-3.58118e-07,-4.41224e-08,-6.29636e-08,0.294261,10.0334,-5.44762,-6.80147,29.7854,9.97995
8.246,-14.3498,76.2836,-111.76,-1.89821e-07,-2.16794e-08,-2.9705e-08,0.510862,10.0716,-5.47161,-6.95092,29.9463,10.6816
8.247,-9.10373,73.6189,-102.752,-7.04274e-08,-6.19098e-09,-7.04138e-09,0.757132,10.1212,-5.46307,-7.12673,29.9779,11.31
8.248,-3.7946,70.5129,-94.7855,6.61497e-09,3.4522e-09,6.82862e-09,1.01584,10.1872,-5.45885,-7.30527,29.859,11.864
8.249,1.02436,67.0664,-87.5243,5.01219e-08,8.58497e-09,1.39891e-08,1.26755,10.2759,-5.49213,-7.45379,29.5727,12.3574
8.25,4.86498,63.4401,-80.6141,6.91605e-08,1.05125e-08,1.64381e-08,1.49266,10.3929,-5.58286,-7.53573,29.1083,12.8119
8.251,7.38126,59.7893,-73.8473,7.18611e-08,1.03674e-08,1.58864e-08,1.67346,10.5401,-5.7341,-7.51944,28.4621,13.2444
8.252,8.40964,56.2365,-67.2507,6.48462e-08,9.04792e-09,1.36751e-08,1.79595,10.7142,-5.93392,-7.38653,27.6378,13.6559
8.253,7.96107,52.8626,-61.0705,5.30816e-08,7.21054e-09,1.07733e-08,1.85124,10.9059,-6.161,-7.13622,26.6455,14.0275
8.254,6.18869,49.6792,-55.6322,3.99889e-08,5.29446e-09,7.82045e-09,1.83585,11.1012,-6.39184,-6.78441,25.5013,14.3263
8.255,3.36324,46.5876,-51.1301,2.76936e-08,3.56158e-09,5.19032e-09,1.75072,11.2835,-6.60741,-6.35846,24.2268,14.5193
8.256,-0.140416,43.3885,-47.4808,1.73226e-08,2.14062e-09,3.05931e-09,1.59911,11.437,-6.79728,-5.89071,22.849,14.5889
8.257,-3.8679,39.8737,-44.3365,9.29449e-09,1.06843e-09,1.46933e-09,1.38405,11.5486,-6.95986,-5.41293,21.3981,14.5427
8.258,-7.33732,35.9305,-41.2236,3.57058e-09,3.24583e-10,3.79993e-10,1.10619,11.6102,-7.09986,-4.95275,19.9045,14.4125
8.259,-10.1063,31.5707,-37.6999,-1.4609e-10,-1.41789e-10,-2.91628e-10,0.763166,11.6185,-7.22484,-4.53184,18.3961,14.247
8.26,-11.8257,26.8812,-33.4653,-2.26558e-09,-3.93026e-10,-6.43009e-10,0.350022,11.575,-7.34216,-4.1646,16.8947,14.1013
8.261,-12.2938,21.9787,-28.4362,-3.21407e-09,-4.90616e-10,-7.68373e-10,-0.139623,11.4842,-7.45699,-3.85623,15.4169,14.0243
8.262,-11.5423,17.0339,-22.8106,-3.3762e-09,-4.88232e-10,-7.48842e-10,-0.711779,11.3521,-7.57196,-3.601,13.9753,14.047
8.263,-9.87748,12.3218,-17.0596,-3.0669e-09,-4.28651e-10,-6.48331e-10,-1.36989,11.1851,-7.68819,-3.38247,12.5835,14.1733
8.264,-7.76442,8.16865,-11.7491,-2.52341e-09,-3.4329e-10,-5.13246e-10,-2.11315,10.9897,-7.80665,-3.17621,11.2586,14.3791
8.265,-5.6238,4.80691,-7.29505,-1.91008e-09,-2.53282e-10,-3.74386e-10,-2.9359,10.772,-7.9294,-2.95308,10.0216,14.6141
8.266,-3.72255,2.30097,-3.86442,-1.32971e-09,-1.71335e-10,-2.49912e-10,-3.82814,10.538,-8.06044,-2.68201,8.89465,14.8084
8.267,-2.1856,0.585839,-1.43124,-8.37494e-10,-1.03791e-10,-1.4855e-10,-4.77643,10.2938,-8.20604,-2.33246,7.89573,14.8859
8.268,-1.04136,-0.470123,0.138361,-4.54643e-10,-5.25828e-11,-7.25611e-11,-5.76515,10.0458,-8.37399,-1.87751,7.03478,14.7841
8.269,-0.259313,-1.0212,1.02431,-1.80318e-10,-1.68711e-11,-2.02199e-11,-6.77761,9.80034,-8.57156,-1.29719,6.31304,14.4709
8.27,0.221241,-1.21629,1.41156,-1.09553e-12,5.6728e-12,1.22845e-11,-7.79699,9.56416,-8.80318,-0.581676,5.72612,13.9526
8.271,0.471158,-1.18344,1.46592,1.02079e-10,1.79581e-11,2.95084e-11,-8.80707,9.34348,-9.06931,0.265905,5.26848,13.2678
8.272,0.558674,-1.02346,1.3224,1.49229e-10,2.28805e-11,3.58932e-11,-9.79295,9.14427,-9.36752,1.22704,4.9358,12.4748
8.273,0.542384,-0.80946,1.08222,1.58546e-10,2.29827e-11,3.52848e-11,-10.7419,8.97248,-9.69484,2.26743,4.72365,11.6365
8.274,0.468352,-0.58991,0.815098,1.45001e-10,2.03014e-11,3.07283e-11,-11.6442,8.83442,-10.0495,3.3399,4.62338,10.8083
8.275,0.369948,-0.393348,0.564337,1.19925e-10,1.63393e-11,2.44451e-11,-12.4932,8.73656,-10.4309,4.39052,4.61801,10.0316
8.276,0.269263,-0.233437,0.352879,9.12095e-11,1.21132e-11,1.79181e-11,-13.2861,8.68505,-10.8381,5.36578,4.68182,9.33249
8.277,0.179272,-0.113665,0.189228,6.38252e-11,8.23925e-12,1.20292e-11,-14.0237,8.68483,-11.2689,6.21909,4.78442,8.72159
8.278,0.106157,-0.0312496,0.0725766,4.0471e-11,5.02958e-12,7.20921e-12,-14.7116,8.73915,-11.7195,6.91475,4.89699,8.19519
8.279,0.0514633,0.0198607,-0.00314542,2.22182e-11,2.58452e-12,3.57831e-12,-15.3591,8.84895,-12.1853,7.4288,4.9984,7.73691
8.28,0.0138812,0.0468788,-0.0463069,9.07458e-12,8.70594e-13,1.06381e-12,-15.9786,9.01228,-12.6615,7.74759,5.07972,7.32205
8.281,-0.00938161,0.0568237,-0.0656017,4.35396e-13,-2.18623e-13,-5.09249e-13,-16.5846,9.22366,-13.1453,7.86604,5.14766,6.92355
8.282,-0.0216381,0.0557668,-0.0688739,-4.58417e-12,-8.18798e-13,-1.35379e-12,-17.1924,9.47425,-13.637,7.78752,5.22724,6.51684
8.283,-0.0261052,0.0485103,-0.0625438,-6.9244e-12,-1.06624e-12,-1.67915e-12,-17.8172,9.75264,-14.1412,7.52594,5.36283,6.08166
8.284,-0.0255611,0.0385545,-0.0514475,-7.4454e-12,-1.08137e-12,-1.66758e-12,-18.4719,10.0461,-14.6675,7.10968,5.61491,5.60161
8.285,-0.0222008,0.0282337,-0.0389338,-6.85852e-12,-9.61135e-13,-1.46403e-12,-19.1652,10.342,-15.2274,6.58521,6.05034,5.06328
8.286,-0.0176219,0.0189337,-0.0270972,-5.70477e-12,-7.77398e-13,-1.17456e-12,-19.8993,10.6288,-15.8314,6.01905,6.72688,4.45659
8.287,-0.0128883,0.0113292,-0.017061,-4.3626e-12,-5.7906e-13,-8.70117e-13,-20.6686,10.8976,-16.4846,5.49713,7.67642,3.7772
8.288,-0.00863005,0.00560626,-0.00925662,-3.07174e-12,-3.95978e-13,-5.92779e-13,-21.4586,11.1435,-17.1853,5.1201,8.89256,3.03084
8.289,-0.00515287,0.00164745,-0.00366585,-1.96342e-12,-2.43506e-13,-3.62786e-13,-22.2466,11.3658,-17.9249,4.99352,10.3261,2.23693
8.29,-0.00253931,-0.000825089,-1.43663e-05,-1.09068e-12,-1.26829e-13,-1.85136e-13,-23.003,11.5685,-18.6903,5.21423,11.89,1.42804
8.291,-0.000733892,-0.00214831,0.00208677,-4.55117e-13,-4.46678e-14,-5.52091e-14,-23.6957,11.7603,-19.4664,5.85615,13.4749,0.645719
8.292,0.000391635,-0.00265296,0.00304603,-2.84113e-14,7.81723e-15,3.67801e-14,-24.2936,11.9536,-20.2406,6.95785,14.9719,-0.0652108
8.293,0.000992066,-0.00262681,0.00323439,2.31579e-13,3.69377e-14,1.02452e-13,-24.7712,12.1634,-21.0041,8.51313,16.2957,-0.663091
8.294,0.001219,-0.0022986,0.00295707,3.69763e-13,4.91005e-14,1.52842e-13,-25.1126,12.4046,-21.7524,10.4662,17.3965,-1.11644
8.295,0.00120415,-0.00183584,0.00244507,4.26828e-13,5.00092e-14,1.96643e-13,-25.314,12.6895,-22.4834,12.714,18.2616,-1.40945
8.296,0.00105204,-0.00135089,0.00185918,4.35324e-13,4.42923e-14,2.38849e-13,-25.3848,13.0251,-23.1961,15.1156,18.9077,-1.54344
8.297,0.000839159,-0.000911011,0.00130067,4.17849e-13,3.5424e-14,2.79612e-13,-25.3466,13.4114,-23.8891,17.5079,19.3725,-1.53381
8.298,0.000616713,-0.000549481,0.000824478,3.86558e-13,2.58222e-14,3.132e-13,-25.2316,13.8414,-24.5604,19.7241,19.7072,-1.40429
8.299,0.00041529,-0.000276104,0.000452398,3.43447e-13,1.70385e-14,3.27052e-13,-25.0789,14.3014,-25.2069,21.612,19.969,-1.18058
8.3,0.000249969,-8.60025e-05,0.000184536,2.81102e-13,9.97547e-15,3.01111e-13,-24.9302,14.7739,-25.8254,23.0493,20.2128,-0.885255
8.301,0.000125114,3.3554e-05,8.52985e-06,1.83853e-13,5.09348e-15,2.07725e-13,-24.8254,15.2401,-26.414,23.9534,20.4823,-0.534593
8.302,3.84117e-05,9.82952e-05,-9.36821e-05,2.95158e-14,2.57922e-15,1.26307e-14,-24.798,15.6833,-26.9734,24.2856,20.8033,-0.137823
8.303,-1.6019e-05,0.000123798,-0.000141283,-2.07937e-13,2.46419e-15,-3.22312e-13,-24.8721,16.0914,-27.5058,24.0498,21.1826,0.301581
8.304,-4.54062e-05,0.000123696,-0.000151816,-5.54235e-13,4.68647e-15,-8.33827e-13,-25.0599,16.4587,-28.014,23.2874,21.6117,0.783151
8.305,-5.68921e-05,0.000108877,-0.000139789,-1.02862e-12,9.09431e-15,-1.54849e-12,-25.3608,16.7867,-28.4986,22.0689,22.0728,1.30576
8.306,-5.67173e-05,8.73531e-05,-0.000116235,-1.63504e-12,1.53931e-14,-2.46974e-12,-25.7609,17.0833,-28.9567,20.4825,22.5466,1.86405
8.307,-4.98602e-05,6.45269e-05,-8.88745e-05,-2.3504e-12,2.304e-14,-3.5602e-12,-26.2358,17.3623,-29.3817,18.6224,23.0162,2.44697
8.308,-3.99795e-05,4.36582e-05,-6.26006e-05,-3.10982e-12,3.1095e-14,-4.71932e-12,-26.7535,17.6422,-29.7654,16.5788,23.4704,3.03969
8.309,-2.95386e-05,2.63872e-05,-4.00958e-05,-3.78977e-12,3.80433e-14,-5.75769e-12,-27.2789,17.9443,-30.0997,14.4303,23.9051,3.62761
8.31,-2.00193e-05,1.32301e-05,-2.24486e-05,-4.19082e-12,4.16151e-14,-6.37072e-12,-27.7782,18.2904,-30.3793,12.2408,24.3234,4.19956
8.311,-1.21619e-05,3.99987e-06,-9.69588e-06,-4.02328e-12,3.86418e-14,-6.11671e-12,-28.2222,18.7006,-30.6013,10.0578,24.7343,4.74836
8.312,-6.19097e-06,-1.8662e-06,-1.25918e-06,-2.90089e-12,2.50067e-14,-4.40722e-12,-28.5897,19.1907,-30.7656,7.91348,25.1497,5.26983
8.313,-2.00733e-06,-5.07119e-06,3.7331e-06,-3.49721e-13,-4.23018e-15,-5.20516e-13,-28.8684,19.771,-30.8744,5.82802,25.5805,5.76145
8.314,6.63492e-07,-6.30499e-06,6.22626e-06,4.1582e-12,-5.44344e-14,6.34714e-12,-29.056,20.4455,-30.9321,3.81315,26.034,6.22177
8.315,2.16427e-06,-6.15646e-06,7.10417e-06,1.11353e-11,-1.30608e-13,1.69755e-11,-29.1588,21.2111,-30.9463,1.87609,26.5132,6.65014
8.316,2.83583e-06,-5.0757e-06,7.11677e-06,2.09608e-11,-2.36085e-13,3.1941e-11,-29.1895,22.0579,-30.9279,0.0223146,27.0174,7.04638
8.317,2.97575e-06,-3.3721e-06,6.84903e-06,3.37031e-11,-3.7061e-13,5.13466e-11,-29.1657,22.9689,-30.891,-1.74265,27.5439,7.4101
8.318,2.81806e-06,-1.23726e-06,6.71347e-06,4.88767e-11,-5.27731e-13,7.44508e-11,-29.1076,23.9212,-30.8508,-3.41229,28.0893,7.74024
8.319,2.52691e-06,1.21524e-06,6.9516e-06,6.51326e-11,-6.91553e-13,9.91969e-11,-29.0368,24.8859,-30.8202,-4.97896,28.6509,8.03499
8.32,2.19842e-06,3.89849e-06,7.63438e-06,7.99e-11,-8.33052e-13,1.21667e-10,-28.975,25.8292,-30.8079,-6.43444,29.2266,8.29227
8.321,1.8667e-06,6.69268e-06,8.65537e-06,8.90164e-11,-9.06382e-13,1.3552e-10,-28.9421,26.7136,-30.8192,-7.77105,29.8145,8.51047
8.322,1.51155e-06,9.38026e-06,9.71524e-06,8.64135e-11,-8.45945e-13,1.31512e-10,-28.9564,27.499,-30.8574,-8.98291,30.4127,8.6891
8.323,1.06691e-06,1.15795e-05,1.03001e-05,6.39673e-11,-5.65387e-13,9.72694e-11,-29.0331,28.1446,-30.9241,-10.0672,31.0184,8.82901
8.324,4.3045e-07,1.26829e-05,9.66196e-06,1.16626e-11,3.98382e-14,1.75418e-11,-29.184,28.6122,-31.0183,-11.0247,31.6286,8.93266
8.325,-5.24163e-07,1.181e-05,6.81301e-06,-8.1728e-11,1.08424e-12,-1.24764e-10,-29.4174,28.8686,-31.1353,-11.8607,32.2396,9.0044
8.326,-1.92997e-06,7.79147e-06,5.54074e-07,-2.27213e-10,2.67593e-12,-3.46402e-10,-29.7375,28.8897,-31.2672,-12.5838,32.8469,9.05078
8.327,-3.90148e-06,-7.9528e-07,-1.04403e-05,-4.33135e-10,4.88942e-12,-6.6006e-10,-30.1444,28.6628,-31.4043,-13.2057,33.4454,9.08041
8.328,-6.49848e-06,-1.55089e-05,-2.74509e-05,-7.01473e-10,7.72539e-12,-1.06872e-09,-30.6341,28.1899,-31.5363,-13.7397,34.0293,9.10307
8.329,-9.6766e-06,-3.78128e-05,-5.14258e-05,-1.02273e-09,1.1056e-11,-1.55789e-09,-31.1995,27.4882,-31.6537,-14.1997,34.5928,9.12866
8.33,-1.32236e-05,-6.86929e-05,-8.25485e-05,-1.3694e-09,1.45561e-11,-2.08563e-09,-31.831,26.5892,-31.7497,-14.5976,35.131,9.16584
8.331,-1.66834e-05,-0.000108095,-0.000119643,-1.68839e-09,1.76254e-11,-2.57103e-09,-32.5172,25.5365,-31.822,-14.9429,35.64,9.2206
8.332,-1.92742e-05,-0.000154159,-0.000159417,-1.89309e-09,1.93089e-11,-2.88213e-09,-33.2456,24.3832,-31.8738,-15.2409,36.1175,9.29542
8.333,-1.98123e-05,-0.000202273,-0.00019559,-1.85656e-09,1.82329e-11,-2.82557e-09,-34.0034,23.1866,-31.9146,-15.493,36.5627,9.38957
8.334,-1.66629e-05,-0.000243987,-0.000217982,-1.40804e-09,1.25806e-11,-2.14126e-09,-34.7768,22.0037,-31.9579,-15.6968,36.977,9.50027
8.335,-7.74723e-06,-0.000265929,-0.000211749,-3.35955e-10,1.40925e-13,-5.07047e-10,-35.5508,20.8859,-32.0185,-15.8479,37.3631,9.62411
8.336,9.35456e-06,-0.00024894,-0.000157012,1.59836e-09,-2.15244e-11,2.44045e-09,-36.3075,19.8741,-32.1073,-15.9404,37.7249,9.75783
8.337,3.71524e-05,-0.000167767,-2.92558e-05,4.63123e-09,-5.4743e-11,7.06091e-09,-37.0254,18.9954,-32.2282,-15.9692,38.0662,9.89825
8.338,7.77929e-05,8.20354e-06,0.000199014,8.94587e-09,-1.01168e-10,1.3633e-08,-37.6801,18.2615,-32.3777,-15.9299,38.3897,10.0422
8.339,0.000132345,0.000312562,0.000554772,1.45952e-08,-1.60934e-10,2.22366e-08,-38.2471,17.6697,-32.5461,-15.8196,38.6962,10.1869
8.34,0.000199783,0.000777108,0.0010585,2.13943e-08,-2.31513e-10,3.25896e-08,-38.7049,17.2052,-32.7203,-15.6371,38.9844,10.3298
8.341,0.00027565,0.00142393,0.00171512,2.87835e-08,-3.0626e-10,4.38385e-08,-39.0396,16.8446,-32.8863,-15.383,39.251,10.4684
8.342,0.000350445,0.00225367,0.00250152,3.56666e-08,-3.7276e-10,5.43127e-08,-39.2475,16.5585,-33.0301,-15.0603,39.4918,10.6004
8.343,0.000407864,0.00322947,0.00335057,4.02423e-08,-4.11123e-10,6.12676e-08,-39.3363,16.3151,-33.1393,-14.6734,39.7028,10.724
8.344,0.000423157,0.00425697,0.0041325,3.98557e-08,-3.92594e-10,6.06595e-08,-39.3241,16.0818,-33.2037,-14.228,39.8814,10.8381
8.345,0.000362009,0.00516133,0.00463557,3.09187e-08,-2.78958e-10,4.70231e-08,-39.2364,15.8276,-33.2178,-13.7309,40.027,10.9427
8.346,0.000180588,0.00566399,0.00454928,8.96329e-09,-2.34661e-11,1.35546e-08,-39.1016,15.5247,-33.1809,-13.1904,40.1403,11.0382
8.347,-0.0001724,0.00536374,0.00345583,-3.1082e-08,4.25771e-10,-4.74672e-08,-38.9467,15.15,-33.0982,-12.6169,40.2223,11.1246
8.348,-0.000750595,0.00372926,0.000837411,-9.42865e-08,1.11883e-09,-1.43758e-07,-38.7942,14.6875,-32.9795,-12.0228,40.2737,11.2016
8.349,-0.00160059,0.000113125,-0.0038904,-1.84665e-07,2.09224e-09,-2.81424e-07,-38.6589,14.1294,-32.838,-11.4224,40.2936,11.2693
8.35,-0.00274706,-0.0061998,-0.0113066,-3.03565e-07,3.35142e-09,-4.62505e-07,-38.5463,13.4769,-32.6882,-10.8319,40.28,11.3288
8.351,-0.00417144,-0.0158941,-0.0218609,-4.47416e-07,4.84651e-09,-6.81549e-07,-38.4528,12.7402,-32.5445,-10.2681,40.2305,11.3816
8.352,-0.00578382,-0.0294593,-0.0356846,-6.04835e-07,6.44189e-09,-9.21197e-07,-38.3659,11.9363,-32.4196,-9.74813,40.1428,11.4283
8.353,-0.00738884,-0.0469441,-0.052328,-7.53208e-07,7.88087e-09,-1.14699e-06,-38.2668,11.087,-32.3227,-9.28834,40.016,11.4676
8.354,-0.00864822,-0.0676204,-0.0704245,-8.5508e-07,8.74944e-09,-1.30185e-06,-38.1338,10.2167,-32.2582,-8.90354,39.8503,11.4979
8.355,-0.00904529,-0.0895601,-0.0872957,-8.5495e-07,8.44578e-09,-1.30125e-06,-37.9448,9.35018,-32.2268,-8.60561,39.647,11.5194
8.356,-0.00786022,-0.109148,-0.0985373,-6.77437e-07,6.16628e-09,-1.03036e-06,-37.6805,8.51127,-32.2259,-8.40177,39.4087,11.5347
8.357,-0.00416911,-0.120583,-0.0976564,-2.28215e-07,9.22917e-10,-3.45552e-07,-37.3266,7.72147,-32.2506,-8.293,39.1391,11.5479
8.358,0.00311527,-0.115466,-0.0758735,6.00431e-07,-8.38813e-09,9.17174e-07,-36.8749,6.99869,-32.2932,-8.27319,38.8429,11.5633
8.359,0.0151388,-0.0826237,-0.0222536,1.91717e-06,-2.28432e-08,2.92322e-06,-36.3238,6.3559,-32.3436,-8.33,38.5262,11.5828
8.36,0.0329119,-0.00836817,0.075621,3.80978e-06,-4.32477e-08,5.80611e-06,-35.6785,5.79995,-32.3903,-8.44749,38.1966,11.6048
8.361,0.0569994,0.122518,0.230171,6.31155e-06,-6.97688e-08,9.61627e-06,-34.9491,5.33064,-32.4213,-8.60984,37.8616,11.6229
8.362,0.0870745,0.32476,0.451247,9.35402e-06,-1.01429e-07,1.42491e-05,-34.1491,4.94061,-32.4246,-8.80453,37.5281,11.6273
8.363,0.121327,0.60917,0.742186,1.2706e-05,-1.35461e-07,1.93521e-05,-33.2929,4.61624,-32.3896,-9.02387,37.2011,11.607
8.364,0.155743,0.977517,1.09431,1.59013e-05,-1.66563e-07,2.42148e-05,-32.3933,4.33951,-32.3075,-9.26478,36.8828,11.5532
8.365,0.183306,1.41547,1.47982,1.81614e-05,-1.86118e-07,2.76509e-05,-31.4615,4.09027,-32.172,-9.52703,36.5732,11.4599
8.366,0.193235,1.88368,1.84347,1.83262e-05,-1.81536e-07,2.78934e-05,-30.5063,3.84893,-31.9793,-9.81078,36.2709,11.3242
8.367,0.170433,2.30741,2.09369,1.48127e-05,-1.35922e-07,2.25312e-05,-29.534,3.59888,-31.7279,-10.1138,35.974,11.145
8.368,0.0954322,2.56591,2.09473,5.63015e-06,-2.84007e-08,8.53249e-06,-28.5489,3.32846,-31.4186,-10.4299,35.6812,10.922
8.369,-0.054804,2.48345,1.66216,-1.15084e-05,1.64498e-07,-1.75844e-05,-27.5538,3.03189,-31.055,-10.7476,35.3922,10.6555
8.37,-0.304742,1.82503,0.565137,-3.89307e-05,4.65891e-07,-5.93626e-05,-26.5501,2.70941,-30.6425,-11.0523,35.1076,10.3455
8.371,-0.676261,0.301417,-1.46009,-7.85528e-05,8.93487e-07,-0.000119717,-25.538,2.36676,-30.188,-11.329,34.8282,9.99398
8.372,-1.1822,-2.41108,-4.67974,-0.000131177,1.45192e-06,-0.000199864,-24.5169,2.01421,-29.6983,-11.5676,34.5534,9.60728
8.373,-1.81703,-6.62888,-9.3092,-0.000195505,2.1221e-06,-0.000297818,-23.4855,1.66528,-29.1787,-11.7655,34.2813,9.19853
8.374,-2.54437,-12.5902,-15.4307,-0.000266847,2.84769e-06,-0.000406429,-22.4427,1.33503,-28.6306,-11.9254,34.0095,8.78572
8.375,-3.28182,-20.3479,-22.8779,-0.000335595,3.51919e-06,-0.000511055,-21.388,1.03835,-28.0505,-12.0517,33.7349,8.38526
8.376,-3.9017,-29.6643,-31.1686,-0.000385577,3.95734e-06,-0.000587054,-20.3227,0.788869,-27.4293,-12.1473,33.4539,8.0067
8.377,-4.27693,-40.0251,-39.6678,-0.000392555,3.89879e-06,-0.000597502,-19.251,0.598706,-26.7533,-12.2126,33.1625,7.65266
8.378,-4.33962,-50.8189,-47.9535,-0.000323288,2.98848e-06,-0.000491773,-18.1812,0.478933,-26.0052,-12.2456,32.8562,7.32103
8.379,-4.09075,-61.5541,-56.0882,-0.000135775,7.8549e-07,-0.000205903,-17.1249,0.440252,-25.1639,-12.243,32.531,7.00678
8.38,-3.57232,-71.9594,-64.6284,0.000218517,-3.209e-06,0.000334001,-16.0972,0.493917,-24.2051,-12.2011,32.1836,6.70437
8.381,-2.84307,-81.9327,-74.4231,0.000789416,-9.49109e-06,0.00120378,-15.1157,0.652785,-23.106,-12.1165,31.8115,6.41129
8.382,-1.96977,-91.425,-86.3283,0.00161867,-1.84493e-05,0.00246695,-14.2002,0.93173,-21.8532,-11.9866,31.4138,6.13015
8.383,-1.04211,-100.376,-101.005,0.00272532,-3.02043e-05,0.0041524,-13.3709,1.34656,-20.4541,-11.8098,30.991,5.86765
8.384,-0.205202,-108.728,-118.893,0.00408495,-4.43862e-05,0.00622278,-12.6472,1.91086,-18.9492,-11.5864,30.5442,5.63171
8.385,0.318599,-116.454,-140.332,0.00560265,-5.98483e-05,0.00853337,-12.0448,2.63046,-17.4191,-11.3173,30.0757,5.42874
8.386,0.242145,-123.565,-165.696,0.00708055,-7.43307e-05,0.0107826,-11.5768,3.49666,-15.986,-11.0048,29.5889,5.26235
8.387,-0.723989,-130.113,-195.478,0.00818277,-8.4106e-05,0.0124587,-11.2566,4.48119,-14.8083,-10.6519,29.0892,5.13303
8.388,-2.78045,-136.215,-230.228,0.00840301,-8.36674e-05,0.0127904,-11.105,5.53531,-14.0622,-10.264,28.5843,5.0388
8.389,-6.00588,-142.045,-270.357,0.00704358,-6.55547e-05,0.010715,-11.1545,6.59308,-13.9007,-9.849,28.084,4.97635
8.39,-10.4348,-147.781,-315.864,0.00321855,-2.04579e-05,0.00488341,-11.4519,7.5771,-14.3955,-9.41783,27.5983,4.9423
8.391,-16.1815,-153.546,-366.164,-0.00410164,6.22203e-05,-0.006272,-12.0559,8.40648,-15.4931,-8.98412,27.137,4.93408
8.392,-23.5014,-159.367,-420.102,-0.015983,0.000193118,-0.0243738,-13.0291,9.00823,-17.0161,-8.5634,26.7079,4.95016
8.393,-32.7559,-165.169,-476.107,-0.0333336,0.00038074,-0.0508035,-14.4251,9.33319,-18.7133,-8.17187,26.3167,4.98963
8.394,-44.3219,-170.774,-532.429,-0.0565988,0.000628114,-0.0862372,-16.282,9.3736,-20.3273,-7.82482,25.9664,5.05185
8.395,-58.4988,-175.916,-587.397,-0.085327,0.000928117,-0.129984,-18.6229,9.17385,-21.6329,-7.53535,25.6576,5.1361
8.396,-75.4391,-180.271,-639.705,-0.117599,0.00125745,-0.179117,-21.4672,8.82691,-22.4378,-7.3137,25.3887,5.24103
8.397,-95.1021,-183.504,-688.649,-0.149344,0.00156949,-0.22743,-24.844,8.45656,-22.5783,-7.16668,25.1566,5.36426
8.398,-117.202,-185.283,-734.234,-0.173588,0.00178676,-0.2643,-28.8064,8.19275,-21.9378,-7.09707,24.957,5.50263
8.399,-141.153,-185.245,-777.041,-0.179758,0.00179415,-0.273619,-33.4386,8.14813,-20.4849,-7.10345,24.785,5.65321
8.4,-166.025,-182.977,-817.916,-0.153215,0.00143494,-0.233089,-38.8528,8.39994,-18.3094,-7.1804,24.6352,5.8139
8.401,-190.535,-178.055,-857.657,-0.0752769,0.000512637,-0.114261,-45.1709,8.97817,-15.6388,-7.31921,24.5027,5.98314
8.402,-213.015,-170.16,-896.862,0.0758883,-0.00119782,0.116107,-52.49,9.85923,-12.8191,-7.50903,24.3828,6.15919
8.403,-231.424,-159.245,-935.924,0.32307,-0.00392438,0.492704,-60.8381,10.9671,-10.2638,-7.73823,24.2714,6.33963
8.404,-243.476,-145.665,-975.047,0.685994,-0.00785286,1.04554,-70.1363,12.1866,-8.40425,-7.99548,24.1652,6.52155
8.405,-246.918,-130.234,-1014.16,1.17497,-0.0130572,1.79027,-80.1806,13.3882,-7.65924,-8.27015,24.0618,6.70194
8.406,-239.859,-114.133,-1052.76,1.78178,-0.0194013,2.71432,-90.6405,14.4576,-8.39799,-8.55244,23.9591,6.87799
8.407,-221.071,-98.7272,-1089.87,2.46772,-0.0264123,3.75865,-101.065,15.3175,-10.8764,-8.83361,23.8555,7.04696
8.408,-190.229,-85.3607,-1124.15,3.14904,-0.0331294,4.7956,-110.896,15.9384,-15.1707,-9.10623,23.7496,7.20551
8.409,-148.108,-75.2202,-1154.27,3.68103,-0.0379424,5.60471,-119.488,16.3397,-21.1365,-9.36437,23.6403,7.34906
8.41,-96.6737,-69.2863,-1179.31,3.88717,-0.0389394,5.91702,-126.135,16.5858,-28.3939,-9.60336,23.5265,7.47156
8.411,-39.0157,-68.314,-1199.05,3.6806,-0.0352923,5.60017,-130.117,16.7817,-36.3387,-9.81942,23.4074,7.56614
8.412,20.9034,-72.7798,-1213.98,3.14847,-0.0282303,4.78689,-130.777,17.069,-44.1943,-10.0093,23.2819,7.6267
8.413,78.6152,-82.7752,-1225.11,2.46762,-0.020127,3.7466,-127.608,17.6193,-51.1033,-10.1702,23.1486,7.64919
8.414,129.585,-97.8852,-1233.67,1.78308,-0.0131646,2.70045,-120.325,18.6161,-56.2343,-10.2993,23.0055,7.63207
8.415,169.698,-117.129,-1240.76,1.17889,-0.00901376,1.77706,-108.893,20.2271,-58.8982,-10.3944,22.8502,7.57664
8.416,195.772,-139.011,-1247.27,0.694013,-0.00898485,1.03674,-93.5171,22.5876,-58.678,-10.4538,22.6797,7.48718
8.417,206.038,-161.667,-1253.8,0.336815,-0.0141144,0.493604,-74.6127,25.8032,-55.5274,-10.477,22.4913,7.37098
8.418,200.404,-183.076,-1260.8,0.0969077,-0.0251531,0.133708,-52.8011,29.9669,-49.7856,-10.465,22.2828,7.23765
