Frame number,6894
First frame,1
Point frequency,200
Analog frequency,1000

Time,Force.Fx1,Force.Fy1,Force.Fz1,Force.Fx2,Force.Fy2,Force.Fz2,accel.x,accel.y,accel.z,accel.x,accel.y,accel.z
s,N,N,N,N,N,N,mm/s�,mm/s�,mm/s�,mm/s�,mm/s�,mm/s�
15.547,-0.00776728,-0.0044838,-0.00461442,-0.000472176,4.41169e-06,0.00014135,-5.19517,1.58479,-2.04477,17.3076,9.41138,-11.6139
15.548,-0.00729529,-0.00517501,-0.00162406,-0.000345926,3.23234e-06,0.000103556,-4.56307,2.22201,-1.76987,17.5263,9.37948,-12.0356
15.549,-0.00615414,-0.00495544,0.000288878,-0.000232096,2.16889e-06,6.94798e-05,-4.12471,3.22179,-1.50678,17.7365,9.38832,-12.4493
15.55,-0.00476431,-0.00423838,0.00135428,-0.000138977,1.29887e-06,4.16039e-05,-3.93544,4.58908,-1.32138,17.9532,9.43328,-12.8625
15.551,-0.00339719,-0.00332078,0.00180537,-6.88687e-05,6.43799e-07,2.06163e-05,-4.04593,6.27866,-1.27476,18.1918,9.50974,-13.2835
15.552,-0.00220614,-0.00239729,0.00184948,-2.0349e-05,1.90405e-07,6.09151e-06,-4.49552,8.19506,-1.41389,18.4662,9.61332,-13.7179
15.553,-0.00125832,-0.00158051,0.00165434,9.97363e-06,-9.2975e-08,-2.9858e-06,-5.30484,10.2053,-1.76276,18.7873,9.74045,-14.1669
15.554,-0.00056334,-0.000922462,0.0013449,2.62185e-05,-2.4482e-07,-7.84884e-06,-6.46973,12.162,-2.31735,19.1612,9.88923,-14.6274
15.555,-9.65982e-05,-0.000434138,0.00100665,3.24327e-05,-3.02935e-07,-9.70906e-06,-7.95818,13.9302,-3.04646,19.5885,10.0604,-15.0937
15.556,0.000183272,-0.000101615,0.000692146,3.21387e-05,-3.0023e-07,-9.62104e-06,-9.71123,15.4104,-3.89773,20.0632,10.2578,-15.5585
15.557,0.000322334,0.000101685,0.000428804,2.81379e-05,-2.62881e-07,-8.42336e-06,-11.6473,16.5511,-4.80649,20.5737,10.4884,-16.0149
15.558,0.000363857,0.000206449,0.00022627,2.24829e-05,-2.10064e-07,-6.73048e-06,-13.6689,17.35,-5.70465,21.1035,10.7616,-16.4568
15.559,0.00034435,0.000242069,8.28463e-05,1.65511e-05,-1.54653e-07,-4.95471e-06,-15.6709,17.8461,-6.5282,21.6339,11.0882,-16.8804
15.56,0.000292079,0.000233688,-9.4928e-06,1.11672e-05,-1.04355e-07,-3.34301e-06,-17.5489,18.1067,-7.22257,22.1457,11.4792,-17.2843
15.561,0.000227203,0.000201008,-6.14515e-05,6.74037e-06,-6.29949e-08,-2.01778e-06,-19.2074,18.2136,-7.74549,22.6223,11.9439,-17.6694
15.562,0.000162814,0.000158254,-8.39987e-05,3.39152e-06,-3.17042e-08,-1.01527e-06,-20.5659,18.2498,-8.06767,23.0515,12.4886,-18.0376
15.563,0.000106382,0.000114804,-8.69474e-05,1.06174e-06,-9.93364e-09,-3.17834e-07,-21.5634,18.2888,-8.17199,23.4271,13.1145,-18.3918
15.564,6.12528e-05,7.61351e-05,-7.82765e-05,-4.04356e-07,3.76769e-09,1.21054e-07,-22.1607,18.386,-8.05178,23.75,13.8168,-18.7347
15.565,2.80029e-05,4.48251e-05,-6.39586e-05,-1.19908e-06,1.11961e-08,3.5896e-07,-22.3405,18.5743,-7.70853,24.028,14.585,-19.0689
15.566,5.54716e-06,2.14791e-05,-4.81011e-05,-1.51305e-06,1.41323e-08,4.52947e-07,-22.1072,18.864,-7.15014,24.275,15.4032,-19.3967
15.567,-8.02518e-06,5.49541e-06,-3.3249e-05,-1.51317e-06,1.41357e-08,4.52982e-07,-21.485,19.2464,-6.39043,24.5097,16.2523,-19.7198
15.568,-1.48719e-05,-4.34972e-06,-2.07457e-05,-1.33283e-06,1.24527e-08,3.98994e-07,-20.5158,19.7006,-5.44981,24.7518,17.1119,-20.0396
15.569,-1.70353e-05,-9.49172e-06,-1.10837e-05,-1.07024e-06,1.00007e-08,3.20381e-07,-19.255,20.2004,-4.35618,25.0195,17.9617,-20.3563
15.57,-1.62482e-05,-1.13166e-05,-4.20718e-06,-7.91667e-07,7.39916e-09,2.36983e-07,-17.7671,20.7197,-3.14514,25.3267,18.783,-20.6691
15.571,-1.38585e-05,-1.10169e-05,2.47851e-07,-5.37114e-07,5.02192e-09,1.60777e-07,-16.12,21.2362,-1.859,25.6815,19.5598,-20.9764
15.572,-1.08324e-05,-9.53131e-06,2.77949e-06,-3.26722e-07,3.05716e-09,9.77901e-08,-14.3796,21.7334,-0.544346,26.0864,20.2797,-21.277
15.573,-7.801e-06,-7.54109e-06,3.90343e-06,-1.66805e-07,1.56379e-09,4.99142e-08,-12.6057,22.1996,0.75181,26.539,20.9344,-21.5708
15.574,-5.12802e-06,-5.49796e-06,4.08407e-06,-5.49743e-08,5.1934e-10,1.64351e-08,-10.8478,22.6274,1.98646,27.0335,21.5197,-21.8583
15.575,-2.97969e-06,-3.6679e-06,3.70094e-06,1.58767e-08,-1.42905e-10,-4.77288e-09,-9.14364,23.0125,3.12427,27.562,22.0346,-22.1401
15.576,-1.38904e-06,-2.17831e-06,3.0396e-06,5.47204e-08,-5.07203e-10,-1.63938e-08,-7.51855,23.3532,4.13978,28.1157,22.481,-22.4157
15.577,-3.08506e-07,-1.06172e-06,2.29752e-06,7.05324e-08,-6.57969e-10,-2.1112e-08,-5.9867,23.6499,5.01843,28.6855,22.8634,-22.6831
15.578,3.50115e-07,-2.92159e-07,1.59803e-06,7.12201e-08,-6.69717e-10,-2.12919e-08,-4.55297,23.9055,5.75682,29.2627,23.1887,-22.9396
15.579,6.87863e-07,1.86849e-07,1.00714e-06,6.31339e-08,-6.02412e-10,-1.8832e-08,-3.21531,24.125,6.36246,29.8385,23.4658,-23.1823
15.58,8.01091e-07,4.42611e-07,5.50002e-07,5.09721e-08,-5.00439e-10,-1.51372e-08,-1.96713,24.3152,6.85185,30.4042,23.7048,-23.4092
15.581,7.71922e-07,5.4057e-07,2.25209e-07,3.79225e-08,-3.93718e-10,-1.11619e-08,-0.799577,24.4844,7.24685,30.9511,23.9166,-23.6195
15.582,6.64433e-07,5.37179e-07,1.61296e-08,2.59235e-08,-2.99855e-10,-7.4898e-09,0.296531,24.6421,7.57019,31.4698,24.1117,-23.8137
15.583,5.24585e-07,4.76778e-07,-1.0087e-07,1.59631e-08,-2.26565e-10,-4.42491e-09,1.32919,24.7984,7.84233,31.9503,24.2994,-23.9948
15.584,3.82312e-07,3.9113e-07,-1.50959e-07,8.36321e-09,-1.73892e-10,-2.07854e-09,2.30398,24.9638,8.08058,32.381,24.487,-24.1669
15.585,2.5461e-07,3.00525e-07,-1.57642e-07,3.02178e-09,-1.36026e-10,-4.43728e-10,3.22321,25.1488,8.29964,32.7499,24.678,-24.3352
15.586,1.4884e-07,2.15642e-07,-1.41227e-07,-3.97859e-10,-1.02675e-10,5.46681e-10,4.0858,25.3628,8.51178,33.0447,24.8722,-24.5044
15.587,6.58001e-08,1.39662e-07,-1.18408e-07,-2.33082e-09,-6.01268e-11,9.78771e-10,4.88807,25.6133,8.72665,33.2555,25.0649,-24.6782
15.588,2.32579e-09,7.0321e-08,-1.0247e-07,-3.2208e-09,7.7546e-12,9.32014e-10,5.62507,25.9053,8.95084,33.3757,25.2477,-24.8587
15.589,-4.66155e-08,1.82323e-09,-1.03685e-07,-3.46672e-09,1.18279e-10,4.67602e-10,6.2919,26.2406,9.18707,33.4034,25.4096,-25.0471
15.59,-8.62935e-08,-7.33776e-08,-1.29576e-07,-3.39588e-09,2.88037e-10,-3.71151e-10,6.8846,26.6186,9.43304,33.3416,25.5384,-25.2447
15.591,-1.2094e-07,-1.6279e-07,-1.84802e-07,-3.25376e-09,5.29963e-10,-1.54787e-09,7.4007,27.0371,9.6816,33.199,25.6226,-25.453
15.592,-1.52716e-07,-2.71931e-07,-2.70454e-07,-3.20275e-09,8.48978e-10,-3.01281e-09,7.83949,27.4925,9.92272,32.9885,25.6529,-25.6737
15.593,-1.80826e-07,-4.02053e-07,-3.82678e-07,-3.32372e-09,1.23595e-09,-4.67442e-09,8.20191,27.9799,10.1466,32.7271,25.6228,-25.9069
15.594,-2.00747e-07,-5.47421e-07,-5.10604e-07,-3.61617e-09,1.65991e-09,-6.3642e-09,8.4905,28.4938,10.3464,32.4343,25.5298,-26.15
15.595,-2.03586e-07,-6.92175e-07,-6.33709e-07,-3.99537e-09,2.05888e-09,-7.79777e-09,8.70924,29.0277,10.5188,32.131,25.3752,-26.3969
15.596,-1.75696e-07,-8.06927e-07,-7.18904e-07,-4.28606e-09,2.33016e-09,-8.53655e-09,8.86333,29.5745,10.6642,31.8387,25.1634,-26.6383
15.597,-9.87783e-08,-8.45549e-07,-7.17902e-07,-4.21532e-09,2.32172e-09,-7.95778e-09,8.95897,30.1262,10.7848,31.5778,24.902,-26.8631
15.598,4.92036e-08,-7.42902e-07,-5.6571e-07,-3.40875e-09,1.82737e-09,-5.24391e-09,9.00282,30.6745,10.8834,31.3672,24.6011,-27.0589
15.599,2.9185e-07,-4.14689e-07,-1.81451e-07,-1.3968e-09,5.89542e-10,5.92937e-10,9.00119,31.2117,10.9622,31.2235,24.2725,-27.2131
15.6,6.50375e-07,2.38963e-07,5.26866e-07,2.35944e-09,-1.68533e-09,1.06317e-08,8.95912,31.7307,11.0219,31.1606,23.9288,-27.3123
15.601,1.13734e-06,1.32416e-06,1.65171e-06,8.41186e-09,-5.29257e-09,2.58846e-08,8.8798,32.2251,11.0617,31.191,23.5825,-27.3435
15.602,1.74766e-06,2.93576e-06,3.26739e-06,1.72256e-08,-1.04694e-08,4.70368e-08,8.76521,32.6888,11.0796,31.3257,23.2452,-27.2962
15.603,2.44657e-06,5.12939e-06,5.40129e-06,2.90238e-08,-1.73026e-08,7.40604e-08,8.61765,33.1157,11.0725,31.5745,22.9268,-27.1643
15.604,3.15503e-06,7.88088e-06,7.99362e-06,4.35667e-08,-2.56e-08,1.05692e-07,8.44163,33.5002,11.0376,31.945,22.6341,-26.9484
15.605,3.73339e-06,1.10324e-05,1.08454e-05,5.9863e-08,-3.47232e-08,1.3878e-07,8.24521,33.838,10.9751,32.4422,22.3703,-26.6543
15.606,3.9656e-06,1.42262e-05,1.35568e-05,7.5823e-08,-4.33908e-08,1.67543e-07,8.04001,34.1288,10.8894,33.0685,22.1341,-26.2916
15.607,3.54759e-06,1.68314e-05,1.54615e-05,8.78807e-08,-4.94687e-08,1.8282e-07,7.8396,34.377,10.7884,33.8228,21.9191,-25.8724
15.608,2.08529e-06,1.78727e-05,1.55682e-05,9.06439e-08,-4.97819e-08,1.71476e-07,7.65675,34.5923,10.6828,34.7008,21.7148,-25.4096
15.609,-8.90169e-07,1.59778e-05,1.25254e-05,7.66627e-08,-4.00037e-08,1.16185e-07,7.5007,34.7878,10.5851,35.6935,21.5065,-24.917
15.61,-5.88051e-06,9.36908e-06,4.63571e-06,3.64532e-08,-1.47013e-08,-4.0762e-09,7.37548,34.9786,10.5074,36.7858,21.277,-24.4095
15.611,-1.33405e-05,-4.06803e-06,-1.00481e-05,-4.10397e-08,3.23551e-08,-2.12399e-07,7.27976,35.1795,10.4581,37.9554,21.0073,-23.9028
15.612,-2.35492e-05,-2.65952e-05,-3.35037e-05,-1.67312e-07,1.0749e-07,-5.30686e-07,7.20827,35.4038,10.4397,39.1708,20.6783,-23.4134
15.613,-3.64215e-05,-6.02613e-05,-6.73522e-05,-3.5224e-07,2.15881e-07,-9.74229e-07,7.15449,35.661,10.4482,40.3917,20.2725,-22.9565
15.614,-5.12574e-05,-0.00010632,-0.000112258,-6.00842e-07,3.59636e-07,-1.54365e-06,7.11371,35.9564,10.4741,41.5705,19.7753,-22.5444
15.615,-6.64322e-05,-0.000164381,-0.000167082,-9.08637e-07,5.3509e-07,-2.21393e-06,7.08541,36.2894,10.5043,42.6563,19.1774,-22.1848
15.616,-7.90496e-05,-0.000231279,-0.000227791,-1.25556e-06,7.29295e-07,-2.92065e-06,7.07433,36.6542,10.5229,43.6005,18.476,-21.8799
15.617,-8.46028e-05,-0.000299674,-0.000286143,-1.5986e-06,9.1584e-07,-3.54418e-06,7.08981,37.0407,10.5134,44.3631,17.6758,-21.6261
15.618,-7.67175e-05,-0.000356489,-0.000328299,-1.86374e-06,1.05038e-06,-3.89373e-06,7.14382,37.4354,10.4607,44.9175,16.7892,-21.4149
15.619,-4.70943e-05,-0.000381384,-0.00033354,-1.93843e-06,1.06657e-06,-3.69427e-06,7.24813,37.8239,10.3529,45.2525,15.8352,-21.2344
15.62,1.41944e-05,-0.000345596,-0.000273493,-1.66636e-06,8.73559e-07,-2.58129e-06,7.41166,38.1916,10.1835,45.3726,14.8375,-21.0719
15.621,0.000117849,-0.000211687,-0.00011234,-8.47617e-07,3.56713e-07,-1.10238e-07,7.6383,38.5259,9.95132,45.2949,13.8221,-20.916
15.622,0.000273696,6.51152e-05,0.000191245,7.52172e-07,-6.16196e-07,4.21047e-06,7.92577,38.8166,9.66087,45.0453,12.8148,-20.7578
15.623,0.000488001,0.000533048,0.000679605,3.37867e-06,-2.18058e-06,1.08523e-05,8.26571,39.0569,9.32184,44.6531,11.8388,-20.5919
15.624,0.000759542,0.00123638,0.00138807,7.24627e-06,-4.44929e-06,2.01538e-05,8.64462,39.2427,8.94918,44.1464,10.9132,-20.4169
15.625,0.00107433,0.00220328,0.00233246,1.24705e-05,-7.47259e-06,3.21526e-05,9.04525,39.3724,8.5636,43.5496,10.0528,-20.2346
15.626,0.00139904,0.00342811,0.00349133,1.89709e-05,-1.11814e-05,4.63544e-05,9.44842,39.4467,8.19176,42.8816,9.26764,-20.0505
15.627,0.0016737,0.00484756,0.00478295,2.63429e-05,-1.53134e-05,6.14431e-05,9.83477,39.4686,7.86482,42.1567,8.56397,-19.8724
15.628,0.00180435,0.00631115,0.00603763,3.37024e-05,-1.93246e-05,7.49452e-05,10.1865,39.4426,7.6143,41.3853,7.94402,-19.7103
15.629,0.00165741,0.00754803,0.00696785,3.95138e-05,-2.2294e-05,8.28882e-05,10.4886,39.3749,7.46619,40.5749,7.40655,-19.575
15.63,0.00105816,0.00813411,0.00714088,4.14278e-05,-2.28355e-05,7.95151e-05,10.7298,39.2726,7.43546,39.7313,6.94724,-19.4766
15.631,-0.000203529,0.00746673,0.00596105,3.61659e-05,-1.90421e-05,5.71596e-05,10.9027,39.1431,7.52332,38.859,6.55906,-19.424
15.632,-0.00235575,0.00475763,0.00267289,1.95145e-05,-8.49567e-06,6.42428e-06,11.0032,38.9935,7.71818,37.961,6.23286,-19.4232
15.633,-0.00561057,-0.000940816,-0.00360041,-1.34936e-05,1.16092e-05,-8.31507e-05,11.0298,38.8295,7.99901,37.0395,5.95829,-19.4769
15.634,-0.0101082,-0.0106569,-0.0137648,-6.81057e-05,4.41699e-05,-0.000221704,10.9838,38.6548,8.33882,36.0959,5.72512,-19.5837
15.635,-0.0158346,-0.025346,-0.0285892,-0.000148968,9.16426e-05,-0.000416713,10.8692,38.4703,8.70727,35.132,5.52418,-19.7387
15.636,-0.022511,-0.0456386,-0.0484445,-0.00025872,0.000155207,-0.000669475,10.6944,38.2736,9.07276,34.1505,5.3481,-19.934
15.637,-0.029455,-0.0714691,-0.0729326,-0.00039596,0.000233579,-0.000970273,10.4735,38.0597,9.40552,33.1552,5.1916,-20.1602
15.638,-0.0354247,-0.101575,-0.100401,-0.000552549,0.000321454,-0.00129224,10.2265,37.822,9.68184,32.1508,5.05157,-20.4068
15.639,-0.0384618,-0.132875,-0.127355,-0.000710321,0.000407633,-0.00158427,9.97825,37.555,9.8878,31.1419,4.92673,-20.6636
15.64,-0.0357684,-0.159761,-0.147828,-0.000837435,0.000472994,-0.00176367,9.75567,37.2558,10.0204,30.1329,4.81698,-20.9214
15.641,-0.0236668,-0.173393,-0.152782,-0.000884866,0.000488593,-0.00170996,9.58332,36.9262,10.0849,29.1275,4.72261,-21.1727
15.642,0.00228902,-0.161148,-0.129715,-0.00078387,0.000414406,-0.00126197,9.47993,36.572,10.0902,28.1284,4.64332,-21.4114
15.643,0.0469587,-0.106433,-0.0626981,-0.000445664,0.00019944,-0.000221092,9.45585,36.2017,10.0451,27.138,4.57752,-21.6321
15.644,0.114914,0.0108008,0.0668648,0.000234987,-0.000215802,0.00163513,9.51232,35.825,9.95595,26.1589,4.52206,-21.83
15.645,0.209278,0.212464,0.278345,0.0013701,-0.000893274,0.00452454,9.64268,35.4502,9.82775,25.1945,4.47228,-21.9997
15.646,0.330006,0.519154,0.588449,0.00306026,-0.00188635,0.0086118,9.83487,35.083,9.66617,24.2496,4.4222,-22.1359
15.647,0.471554,0.944918,1.00578,0.00536533,-0.00322242,0.0139349,10.0741,34.726,9.48011,23.3304,4.36474,-22.2334
15.648,0.619961,1.4895,1.52308,0.00826191,-0.004878,0.0203036,10.3445,34.3798,9.28209,22.4446,4.29207,-22.2877
15.649,0.749524,2.1278,2.10696,0.0115866,-0.00674599,0.0271703,10.6306,34.0441,9.08662,21.6003,4.19619,-22.2952
15.65,0.819443,2.79676,2.68558,0.0149665,-0.00859605,0.0334792,10.9173,33.7187,8.90759,20.8057,4.0696,-22.2531
15.651,0.771129,3.38031,3.13508,0.0177416,-0.0100313,0.0375097,11.1908,33.404,8.75616,20.068,3.90587,-22.1596
15.652,0.527191,3.6943,3.26676,0.0188893,-0.0104474,0.0367416,11.4387,33.1006,8.6397,19.392,3.70017,-22.0138
15.653,-0.00640565,3.47435,2.81838,0.0169684,-0.00900479,0.0277868,11.6502,32.8081,8.56176,18.78,3.44956,-21.8165
15.654,-0.93315,2.37134,1.45409,0.0101087,-0.00462834,0.00644989,11.8165,32.5254,8.52236,18.2303,3.15312,-21.5701
15.655,-2.35151,-0.0388364,-1.22031,-0.00391829,0.00394329,-0.0319985,11.9314,32.2498,8.51816,17.7371,2.81212,-21.2773
15.656,-4.33082,-4.22275,-5.6188,-0.0275027,0.018034,-0.0922354,11.991,31.978,8.54287,17.2903,2.43005,-20.9395
15.657,-6.87532,-10.6241,-12.1038,-0.0628194,0.0388021,-0.177878,11.994,31.7062,8.58804,16.875,2.01265,-20.5535
15.658,-9.8752,-19.5547,-20.8732,-0.111218,0.0668773,-0.289948,11.941,31.431,8.64407,16.4723,1.56809,-20.1094
15.659,-13.0838,-31.048,-31.8717,-0.172335,0.10184,-0.424744,11.8345,31.1499,8.7014,16.0608,1.10731,-19.5901
15.66,-16.2105,-44.7324,-44.9057,-0.242897,0.141531,-0.571114,11.6793,30.8612,8.75214,15.6184,0.644515,-18.9736
15.661,-19.104,-59.837,-59.9847,-0.315255,0.181217,-0.707263,11.4817,30.5637,8.79133,15.1244,0.197546,-18.2372
15.662,-21.8345,-75.404,-77.648,-0.375734,0.212664,-0.797403,11.2493,30.2572,8.81721,14.5619,-0.212035,-17.3646
15.663,-24.573,-90.6222,-99.0829,-0.403009,0.223259,-0.788826,10.9904,29.942,8.83026,13.9204,-0.559801,-16.3537
15.664,-27.3859,-105.051,-126.023,-0.366877,0.19539,-0.610333,10.7133,29.6192,8.83237,13.1976,-0.820659,-15.222
15.665,-30.1173,-118.59,-160.451,-0.227957,0.106402,-0.173323,10.4255,29.2906,8.82643,12.4035,-0.972188,-14.0067
15.666,-32.4066,-131.298,-204.15,0.060935,-0.0704371,0.6227,10.1326,28.9587,8.81627,11.5665,-0.998266,-12.7605
15.667,-33.7619,-143.293,-258.237,0.550762,-0.363403,1.87808,9.83825,28.6266,8.80606,10.7421,-0.891595,-11.5495
15.668,-33.604,-154.757,-322.826,1.2885,-0.797596,3.67208,9.54512,28.296,8.79975,10.0219,-0.65367,-10.454
15.669,-31.259,-165.915,-396.94,2.30444,-1.38738,6.03089,9.25626,27.9665,8.80077,9.53966,-0.291682,-9.55135
15.67,-25.9445,-176.911,-478.67,3.59358,-2.12549,8.88291,8.97632,27.6357,8.81206,9.47294,0.187017,-8.86563
15.671,-16.8155,-187.699,-565.458,5.09056,-2.96851,12.0014,8.7114,27.3015,8.83598,10.0414,0.78145,-8.30082
15.672,-3.10166,-198.042,-654.398,6.63863,-3.8192,14.9365,8.4683,26.9636,8.87362,11.4987,1.50238,-7.61068
15.673,15.6751,-207.602,-742.581,7.96875,-4.51672,17.0247,8.25389,26.6247,8.92422,14.1172,2.37374,-6.44701
15.674,39.4472,-216.007,-827.498,8.73902,-4.87034,17.6384,8.07482,26.2903,8.9851,18.1687,3.42768,-4.47328
15.675,67.4163,-222.851,-907.462,8.68661,-4.75732,16.5769,7.93726,25.9675,9.05231,23.9054,4.69274,-1.49452
15.676,98.0451,-227.645,-981.897,7.81824,-4.21455,14.2006,7.84668,25.6637,9.12154,31.5372,6.17847,2.43599
15.677,129.242,-229.748,-1051.33,6.4197,-3.41397,11.1722,7.80722,25.3853,9.18896,41.1985,7.86277,6.95318
15.678,158.634,-228.354,-1116.98,4.85023,-2.54664,8.09892,7.82119,25.1371,9.25177,52.8931,9.68752,11.3787
15.679,183.791,-222.589,-1180.06,3.36961,-1.74433,5.36636,7.8888,24.9217,9.30831,66.4276,11.5658,14.7937
15.68,202.355,-211.712,-1241.05,2.1166,-1.07506,3.15544,8.00838,24.7395,9.35736,81.3626,13.4022,16.1769
15.681,212.107,-195.373,-1299.34,1.14385,-0.562069,1.50805,8.1766,24.5887,9.39721,97.006,15.1263,14.5898
15.682,211.068,-173.797,-1353.37,0.448215,-0.200093,0.381057,8.38847,24.4659,9.42529,112.458,16.7327,9.39205
15.683,197.688,-147.851,-1401.31,-0.00515806,0.0318988,-0.312359,8.63723,24.366,9.43905,126.702,18.3189,0.463077
15.684,171.117,-119.032,-1441.61,-0.265199,0.161489,-0.673812,8.91428,24.2832,9.43723,138.721,20.1035,-11.6319
15.685,131.501,-89.4364,-1473.41,-0.383099,0.21674,-0.801292,9.20926,24.2111,9.42089,147.612,22.4055,-25.6159
15.686,80.2362,-61.6795,-1496.63,-0.40525,0.222636,-0.779026,9.51014,24.1436,9.39355,152.656,25.5684,-39.6939
15.687,20.0535,-38.6445,-1511.83,-0.369754,0.199418,-0.673278,9.80327,24.0753,9.36036,153.311,29.8491,-51.9692
15.688,-45.1872,-23.0616,-1519.94,-0.30541,0.16218,-0.532087,10.0739,24.0019,9.32583,149.165,35.3236,-60.9462
15.689,-110.96,-17.0319,-1522.2,-0.232229,0.121258,-0.387283,10.3073,23.9197,9.29123,139.903,41.8758,-65.8708
15.69,-172.623,-21.6869,-1519.99,-0.162783,0.0830265,-0.257586,10.4898,23.8254,9.25278,125.336,49.2787,-66.7437
15.691,-225.898,-37.078,-1514.69,-0.103855,0.0508275,-0.151955,10.6107,23.7163,9.20208,105.502,57.3143,-64.0716
15.692,-267.204,-62.2105,-1507.48,-0.0580736,0.0258758,-0.0726821,10.6632,23.5902,9.12898,80.8189,65.8591,-58.5853
15.693,-293.89,-95.1118,-1499.29,-0.0253373,0.00804013,-0.0179776,10.645,23.4451,9.02582,52.2141,74.8887,-51.0901
15.694,-304.425,-132.947,-1491.01,-0.00394776,-0.0035385,0.0160493,10.5573,23.2797,8.89104,21.1601,84.4028,-42.4421
15.695,-298.584,-172.286,-1483.67,0.00856003,-0.00999519,0.0339891,10.4048,23.0931,8.73052,-10.4208,94.2909,-33.5515
15.696,-277.591,-209.568,-1478.53,0.0148586,-0.0124409,0.0402346,10.1936,22.884,8.55641,-40.3717,104.182,-25.3375
15.697,-244.049,-241.624,-1476.84,0.0174855,-0.011789,0.0384828,9.93043,22.651,8.38439,-66.5945,113.336,-18.6223
15.698,-201.608,-266.082,-1479.47,0.0186565,-0.00868363,0.0315349,9.62261,22.3923,8.22959,-87.3551,120.653,-13.9969
15.699,-154.474,-281.556,-1486.52,0.0201728,-0.00350778,0.0213047,9.27765,22.1067,8.10225,-101.524,124.82,-11.7142
15.7,-106.935,-287.672,-1497.36,0.0233704,0.00354464,0.00896715,8.90395,21.7936,8.00469,-108.69,124.589,-11.6644
15.701,-62.9613,-285.049,-1510.95,0.0290654,0.0123433,-0.00480356,8.51128,21.4536,7.9316,-109.15,119.101,-13.4469
15.702,-25.9099,-275.287,-1526.37,0.0374657,0.0226485,-0.0195372,8.11069,21.0893,7.87356,-103.795,108.162,-16.5079
15.703,1.66035,-260.858,-1543.14,0.0480267,0.033897,-0.0346329,7.71331,20.7044,7.82204,-93.9406,92.3702,-20.2805
15.704,18.0826,-244.757,-1561.16,0.0592512,0.0449538,-0.0490023,7.32842,20.3042,7.77314,-81.1098,73.0054,-24.275
15.705,22.6791,-229.945,-1580.39,0.0684462,0.0538481,-0.0607097,6.96204,19.8946,7.7284,-66.8017,51.7086,-28.1083
15.706,15.8807,-218.776,-1600.41,0.0714789,0.0575248,-0.0666409,6.61651,19.4808,7.69312,-52.3026,30.1212,-31.4957
15.707,-0.722996,-212.651,-1620.48,0.0626007,0.0516615,-0.0622522,6.2915,19.0661,7.67331,-38.5751,9.6458,-34.236
15.708,-24.5357,-211.923,-1639.85,0.0344428,0.0306321,-0.0414797,5.98568,18.6509,7.67283,-26.2237,-8.6426,-36.2017
15.709,-52.3485,-216.006,-1658.22,-0.0216728,-0.0122798,0.00307671,5.6983,18.2334,7.69191,-15.5181,-23.9893,-37.3352
15.71,-80.8341,-223.59,-1675.87,-0.11493,-0.084277,0.079549,5.4299,17.8104,7.72747,-6.45292,-35.9148,-37.6417
15.711,-106.926,-232.896,-1693.45,-0.253518,-0.191899,0.195598,5.18201,17.3795,7.77486,1.17085,-44.1694,-37.1714
15.712,-127.987,-241.941,-1711.51,-0.442225,-0.339163,0.35643,4.95618,16.9399,7.82981,7.66143,-48.7119,-35.9969
15.713,-141.852,-248.779,-1730.18,-0.678949,-0.524849,0.56186,4.75302,16.4934,7.88952,13.3562,-49.7198,-34.1995
15.714,-146.908,-251.775,-1749.19,-0.950064,-0.738879,0.80234,4.57171,16.0439,7.95243,18.5478,-47.613,-31.8708
15.715,-142.276,-249.916,-1768.11,-1.22473,-0.957847,1.054,4.41009,15.5962,8.01708,23.4173,-43.0581,-29.1216
15.716,-128.005,-243.046,-1786.67,-1.44858,-1.14002,1.27299,4.26535,15.1543,8.08069,27.9863,-36.9203,-26.0857
15.717,-105.146,-231.878,-1804.85,-1.5376,-1.22044,1.38982,4.13488,14.7204,8.13851,32.1028,-30.1482,-22.9193
15.718,-75.6475,-217.808,-1822.86,-1.3736,-1.10722,1.30476,4.01685,14.2949,8.18437,35.4727,-23.6139,-19.7894
15.719,-42.1362,-202.632,-1840.8,-0.80355,-0.680692,0.886254,3.91011,13.8771,8.21208,37.7349,-17.9593,-16.8544
15.72,-7.63938,-188.271,-1858.56,0.35456,0.202311,-0.0254188,3.81357,13.4666,8.21715,38.5656,-13.5092,-14.2489
15.721,24.7464,-176.481,-1875.76,2.29532,1.69614,-1.60578,3.72555,13.0637,8.1979,37.7818,-10.2727,-12.0769
15.722,52.2018,-168.55,-1891.94,5.19488,3.9426,-4.02147,3.64327,12.67,8.15566,35.412,-8.01724,-10.4091
15.723,72.4502,-165.069,-1906.78,9.16079,7.03225,-7.38908,3.56239,12.2875,8.094,31.7092,-6.38063,-9.27494
15.724,83.9012,-165.852,-1920.21,14.159,10.9478,-11.714,3.47658,11.918,8.01756,27.1075,-4.98651,-8.65138
15.725,85.7483,-170.028,-1932.31,19.9162,15.4877,-16.8072,3.37772,11.5629,7.93064,22.1401,-3.53872,-8.45889
15.726,78.0994,-176.221,-1943.28,25.7996,20.1724,-22.1805,3.25702,11.2219,7.83627,17.345,-1.87495,-8.57105
15.727,62.0729,-182.747,-1953.28,30.7717,24.198,-26.9917,3.10659,10.8929,7.73622,13.1796,0.0273738,-8.83844
