timestamp,accel_x (m/s2),accel_y (m/s2),accel_z (m/s2)
0.00242208854166629,-0.296881005859375,8.75320126953125,5.11880314941406
0.00484417708333259,-0.253785375976562,8.72925925292969,5.12359155273437
0.00726626562499888,-0.263362182617187,8.76756647949219,5.12359155273437
0.0121203808593743,-0.3064578125,8.7723548828125,5.09007272949219
0.0169744960937498,-0.24899697265625,8.76277807617187,5.16189877929687
0.0218286113281252,-0.272938989257812,8.78193168945312,5.06613071289062
0.0266841903211841,-0.272938989257812,8.79629689941406,5.13795676269531
0.031539769314243,-0.282515795898438,8.81545051269531,5.13795676269531
0.0363953483073018,-0.258573779296875,8.84418093261719,5.11401474609375
0.0413175579427213,-0.239420166015625,8.82023891601562,5.12837995605469
0.0462397675781408,-0.263362182617187,8.810662109375,5.11401474609375
0.0511619772135603,-0.239420166015625,8.810662109375,5.15232197265625
0.0560863848741514,-0.220266552734375,8.810662109375,5.12359155273437
0.0610107925347426,-0.244208569335937,8.78672009277344,5.15232197265625
0.0659352001953337,-0.225054956054687,8.82981572265625,5.10922634277344
0.0708618976779742,-0.21068974609375,8.80108530273437,5.09964953613281
0.0757885951606146,-0.220266552734375,8.78672009277344,5.14274516601562
0.0807152926432551,-0.215478149414062,8.76756647949219,5.133168359375
0.0856440425347505,-0.201112939453125,8.7723548828125,5.1714755859375
0.090572792426246,-0.201112939453125,8.72925925292969,5.13795676269531
0.0955015423177414,-0.225054956054687,8.72447084960938,5.21457121582031
0.100432164496565,-0.196324536132812,8.71010563964844,5.20020600585937
0.105362786675388,-0.196324536132812,8.71968244628906,5.18584079589844
0.110293408854211,-0.186747729492187,8.68137521972656,5.1714755859375
0.115293830295184,-0.205901342773437,8.67179841308594,5.133168359375
0.120294251736157,-0.205901342773437,8.66222160644531,5.08049592285156
0.12529467317713,-0.177170922851562,8.657433203125,5.15711037597656
0.130299917860292,-0.181959326171875,8.65264479980469,5.16189877929687
0.135305162543453,-0.196324536132812,8.6191259765625,5.133168359375
0.140310407226615,-0.177170922851562,8.57603034667969,5.15711037597656
