timestamp,accel_x (m/s2),accel_y (m/s2),accel_z (m/s2)
0.00284918115234471,-0.21068974609375,9.93593688964844,-0.454898315429687
0.00569836230468942,-0.143652099609375,9.92636008300781,-0.521935961914062
0.00854754345703412,-0.13407529296875,9.98382092285156,-0.47884033203125
0.0142523802625902,-0.201112939453125,9.96945571289062,-0.507570751953125
0.0199572170681463,-0.196324536132812,9.95509050292969,-0.445321508789062
0.0256620538737025,-0.181959326171875,9.95987890625,-0.521935961914062
0.0313711013997443,-0.148440502929687,9.91199487304687,-0.526724365234375
0.0370801489257862,-0.201112939453125,9.95030209960937,-0.488417138671875
0.0427891964518281,-0.181959326171875,9.92636008300781,-0.545877978515625
0.0485686381836009,-0.162805712890625,9.96466730957031,-0.569819995117188
0.0543480799153736,-0.181959326171875,9.96466730957031,-0.55545478515625
0.0601275216471464,-0.177170922851562,9.97424411621094,-0.598550415039062
0.0659132994249253,-0.17238251953125,9.98860932617187,-0.569819995117188
0.0716990772027041,-0.220266552734375,9.99339772949219,-0.550666381835937
0.077484854980483,-0.21068974609375,9.97424411621094,-0.550666381835937
0.0832756801757952,-0.162805712890625,9.98860932617187,-0.550666381835937
0.0890665053711075,-0.143652099609375,9.97903251953125,-0.526724365234375
0.0948573305664198,-0.15322890625,9.97424411621094,-0.531512768554687
0.100652179850274,-0.181959326171875,9.96945571289062,-0.545877978515625
0.106447029134128,-0.205901342773437,9.95030209960937,-0.47884033203125
0.112241878417983,-0.181959326171875,9.96945571289062,-0.51714755859375
0.118040699924061,-0.167594116210937,9.98382092285156,-0.512359155273437
0.12383952143014,-0.205901342773437,9.98860932617187,-0.531512768554687
0.129638342936218,-0.201112939453125,9.97424411621094,-0.521935961914062
0.135493602050803,-0.220266552734375,9.96466730957031,-0.493205541992187
0.141348861165388,-0.201112939453125,9.98382092285156,-0.469263525390625
0.147204120279973,-0.215478149414062,9.99339772949219,-0.469263525390625
0.153062382758272,-0.201112939453125,9.97424411621094,-0.435744702148437
0.15892064523657,-0.17238251953125,10.0125513427734,-0.493205541992187
0.164778907714869,-0.162805712890625,9.99339772949219,-0.45968671875
0.170639388943168,-0.186747729492187,10.0125513427734,-0.483628735351562
0.176499870171466,-0.201112939453125,10.0077629394531,-0.531512768554687
0.182360351399765,-0.21068974609375,10.0412817626953,-0.493205541992187
0.188223926161051,-0.1915361328125,10.0077629394531,-0.47884033203125
0.194087500922336,-0.21068974609375,10.0317049560547,-0.526724365234375
0.199951075683622,-0.167594116210937,10.0412817626953,-0.512359155273437
0.205819002332928,-0.196324536132812,10.0556469726563,-0.488417138671875
0.211686928982234,-0.162805712890625,10.0795889892578,-0.569819995117188
0.217554855631541,-0.148440502929687,10.0987426025391,-0.474051928710937
0.223489384711402,-0.15322890625,10.1226846191406,-0.493205541992187
0.229423913791263,-0.148440502929687,10.1657802490234,-0.51714755859375
